Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Italy, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,1.878431717,3.164495077,2.12833572,2.190021108,2.112528587,2.261343087,2.109364961,1.933894123,1.392425845,1.50394315,1.672827169,1.214491563,1.097822435,1.211145585,1.799691254,1.975622535,1.960560693,1.679533456,1.56326825,1.706036955,1.738553737,1.402798941,1.097298401
Jamaica, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,17.84772497,,,16.66895472,9.852762427,9.52589606,9.826387713,10.0807604,9.433676781,,8.911916437,8.921510509,,,7.451671458,7.335261632,10.38124326,9.593142283,10.09897543,10.52437807,10.83883081,,,,8.40868422,8.610270958,9.250659407
Japan, World,Import,  All Products,AHS Weighted Average (%),4.122500197,4.065322926,3.614990068,4.044570782,4.240354399,4.357200766,4.301814024,5.221496942,5.58591416,4.328866308,4.169114069,4.420137623,4.494273736,5.749445076,5.515980862,5.226469692,4.000156375,3.580541106,2.819598789,2.742933664,2.493940706,2.906592969,2.196752825,2.366922755,2.265718393,1.177900132,2.294250399,2.302434084,2.550321646,2.507154332,2.447451863,3.529059245,2.217498329,1.843794502,1.714643785
Jordan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,18.91989072,12.31540171,12.65822562,11.43563021,11.22783496,7.50225476,5.625169657,5.620608687,5.092046092,5.132622598,8.456097312,8.061246076,8.104064474,8.082547447,4.003572257,3.980789637,4.322742046,4.406479752,9.72345288,9.274710084,3.984892569,,1.555568265
Kazakhstan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,1.910512365,,,,2.223521655,,4.401736646,3.201558089,3.679444065,3.753088009,3.459371292,4.849778284,2.552689857,2.393513878,2.372496504,2.321441449,1.96108604,2.165577323,2.923522047
Kenya, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,30.28718498,12.86096728,16.5177123,14.99864322,12.23246146,10.86184615,10.44367659,6.576751528,6.318039129,6.790070414,7.345509629,9.516173411,7.322024575,,,9.642044315,,11.47225304,12.25308564,11.4924788,10.06812103,11.47887507,9.317678066,9.304997992,11.82368457
Kiribati, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
"Korea, Rep.", World,Import,  All Products,AHS Weighted Average (%),13.94781045,10.61177974,9.535881191,,8.531781977,,,6.842877377,15.02109357,13.45231832,13.61346743,5.902037977,9.550530094,10.4054419,9.98483875,9.703968218,9.252121294,7.949889124,7.426007694,7.133090147,8.26040584,7.797950071,7.186103726,7.316890577,7.58561281,7.851416189,6.101880468,5.717253982,8.668075441,5.046808654,4.82934759,5.119280105,5.477333708,4.848513289,5.844979521
Kuwait, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,4.300072996,4.524792128,4.524792128,,3.741605972,3.525481304,3.982785494,,3.942161559,3.942161559,,3.931630006,3.140351365,2.958580335,2.958673519,4.340947558,4.774509594,4.506069217,3.007268034,2.852062421,3.928967314
Kyrgyz Republic, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,0,,,,,2.776094336,3.326176702,6.796947162,4.309414126,3.771988994,4.071248445,1.181299813,1.060360525,2.318261573,2.377014201,2.294693069,2.378896191,2.462997805,2.462997016,2.335931945,3.199067712,3.156580615,2.931286779,2.91984294,3.089924866,2.334603576,3.007683983,
Lao PDR, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,4.444686082,3.380994429,2.348122969,1.64637034,1.48175951,0.728268607,0.763807109,0.965066588,1.122456693,1.410727643
Latvia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,2.178637148,3.207534111,3.44317688,2.939089197,0.623479332,2.563144093,2.522209149,,1.219648268,1.460710819,1.535748349,1.464234849,1.023550975,0.843810553,1.352835051,1.020922104,0.92813849,0.96673573,1.651815027,1.765157531,1.797687475,1.63912385,1.460124443,1.488038855,1.715556238,1.317106488,1.36853309
Lebanon, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,11.59025313,16.94208356,8.357812874,27.08602178,,5.326395114,6.126393672,4.31819398,4.787178128,,,,,,,3.257508123,3.393140019,2.984970239,3.760881164,1.047941726,3.332489112,2.828693358,,
Lesotho, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,0.16327399,1.378578528,10.81761317,11.40625888,16.35130663,16.74666762,15.67400009,13.58349483,12.06317086,10.32287056,10.55754322,13.15734381,13.08248949,1.372343356,2.433718145,2.787630065,2.010271537,1.427555608,3.362338068,3.353597468,3.310013784,3.35203566,4.527349295
Liberia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.970957841,9.53805883,12.55335707,6.603783129,6.635417766,6.207345827
Lithuania, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,2.551411193,,2.283190711,,,,2.530135349,0.626323702,0.660107112,1.19430337,1.866351787,1.745625196,1.539925953,0.886205431,0.848479564,0.903902404,0.696396088,0.659670955,0.697987435,1.260243663,1.600293964,1.698625811,1.420796183,1.403576752,1.54282896,1.995124445,1.653693099,1.08150962
Luxembourg, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,2.1191005,2.335441673,2.157201928,1.919714408,1.601813368,1.626239579,1.884841442,2.045021863,3.13730344,3.18771119,3.555398293,2.526182397,2.169134263,2.046285437,2.564307795,2.446869631,2.180901868,2.218524998,2.301390059,2.456783662,2.124424156,1.901695479,1.880919915
Macao, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,5.1779,4.596499971,5.314177555,4.730867044,4.241658883,4.49906712,3.474754662,2.722002035,3.317433459,1.732887851,5.890252973,9.536680881,8.483093479,8.509310619,7.89140781,6.316220138,6.371573429,6.179629187,6.39386935,5.988180801,9.354109738,7.863959327,6.834031005,7.739201189,7.541016101,7.203603507,7.507833432,8.884816507
Malawi, World,Import,  All Products,AHS Weighted Average (%),,,,,,,22.30553715,,,,,,12.39452953,9.875368631,9.469868261,11.12738577,,,8.114348825,9.128693249,5.961233411,8.440874531,6.409931064,6.081286818,5.725910686,3.798467481,4.253153524,4.243499154,4.770514026,5.642773608,,4.242074111,6.183030845,5.949425479,
Malaysia, World,Import,  All Products,AHS Weighted Average (%),,,,10.84513954,,9.331530602,,,6.265689239,5.3684908,5.22865118,5.137923501,4.808767314,5.056529927,4.197577641,4.573008298,5.368433814,4.266776197,3.683652428,3.71156886,3.886400955,3.551626111,3.115436447,4.171817907,4.409858978,4.444429416,1.283317192,4.495389255,4.024551378,3.890063876,4.084116192,3.90807515,3.601839872,3.623840314,3.470055025
Maldives, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,20.44618432,20.22373647,19.86585212,20.68466765,19.84546213,21.09217206,21.23549428,20.39323149,20.25362086,19.90971067,19.70848542,20.74942224,6.449531588,6.955941996,7.589928135,11.12866918,11.15812694,12.0430966,11.38670852,18.38837631,11.55404749,10.55384287,11.21037429
Mali, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,10.34621609,10.34621609,10.34621609,6.679975745,7.064830615,10.64166075,10.76793028,10.90391925,10.96258953,10.40857547,8.311230879,8.437222724,8.437204812,,8.458344568,7.78268101,7.431339285,,,,6.22251919,10.04248605,9.424346647,7.229241073,,,
Malta, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,7.627229563,8.712352804,9.046550107,9.366216201,9.706462019,7.674975975,5.935877123,5.650575751,3.479354141,3.304188929,2.582091542,3.219781829,2.792708282,2.506754227,2.31334132,1.545041725,1.359269388,1.236471375,1.806242643,2.115362745,1.499780411,1.600245149,2.007625345,2.552917376,2.012881477,1.498536564,1.556228633
Mauritania, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,9.915596175,,,,,9.903696144,9.455846889,9.285245771,8.682725468,7.944203099,8.050175433,,,8.616085759,8.669683224,,8.022620499,8.030305796,8.030305796,12.18979702,8.316613493,8.681350795
Mauritius, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,23.53562797,17.99242742,19.23782885,23.82912902,19.97794045,11.72180579,12.01294563,12.93789056,12.72411346,12.01658796,4.652714359,1.682233781,2.178694055,2.155847005,1.16404684,1.132651834,0.805283195,0.909975012,0.975724186,0.689738586,0.684297766,0.791545625,0.871686903,0.806156002,1.100071597,0.923991575,1.27073315,1.224794879
Mayotte, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,1.879631635,1.824156843,1.813833561,,,,,,,,,,,,,
Mexico, World,Import,  All Products,AHS Weighted Average (%),,,,11.9101641,,,,7.251402646,14.01620386,13.07857303,13.05354715,6.593227806,15.15300739,15.24176353,5.031729037,15.43829289,2.997622988,2.99679069,2.387620278,2.41132222,1.865665589,1.611818518,5.368918103,5.365458837,5.16977046,4.871456563,1.021988741,4.454918308,4.350094299,1.238581911,1.205927893,4.190140596,4.011208073,,1.62029973
Moldova, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,1.8898724,,,,2.337985505,2.896077789,3.030945171,3.37473934,3.081835743,3.229117401,1.682023993,2.702935245,2.022005718,3.209228489,2.275980545,3.35404811,2.610211571,5.705206071,2.530253219,3.39274029,3.544326095,4.288735001,4.12212378,4.257041759,1.263941627,1.204853373,1.15570744
Mongolia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,15,0,0.087717492,5.035381565,6.950173842,,5.034699708,5.022931557,4.290387491,4.403773676,5.09820139,,,,,,5.026955653,5.142286112,4.565975164,5.227824685,5.518716238,5.260178125,5.306579023,5.301393854,5.276291181,5.356257481
Montenegro, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,5.462422235,5.750242656,6.733219123,6.881127405,6.163844379,5.791480594,3.961045993,3.632568239,3.690510427,3.009594043,3.073209221,2.844877349,0.98585594,2.58698696,3.186290713,2.961777132
Montserrat, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,13.31353862,,,,,,,,,,,,,7.751722724,10.97507192,,9.529028601,9.529028601,9.074323035,9.074323032,9.529028598,9.529028598,10.64796008,9.934176575
Morocco, World,Import,  All Products,AHS Weighted Average (%),,,,,,45.43703865,,,22.62597152,17.31050059,27.64739481,24.00261211,25.41510648,24.80323557,24.48568437,24.88133606,16.62872819,13.53756063,10.81395683,10.0363569,8.849805098,7.622011197,13.01080593,11.71208184,4.111774579,8.904909344,3.019471598,3.423046316,3.78383269,3.861369723,3.461596699,3.598910742,3.611063137,4.225135494,7.2912551
Mozambique, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,16.31766602,11.37411129,8.430506044,8.402005726,8.743032863,8.087870006,7.305657166,7.735457038,7.073847526,4.815627514,4.769076742,7.094273352,4.769015978,4.73449583,4.171928375,6.912996598,3.553990604,,4.176831484,7.433712596,4.136701764,4.194501088,3.699240072
Myanmar, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,3.983007296,,,,,,,,,2.426027349,1.992472171,4.857510287,4.06977499,4.079264218,1.724071125,4.028579224,5.826309603,1.76743919,1.808683597,1.251881782,1.039716023,0.819318915
Namibia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,1.103196932,0.742536985,1.113137065,1.435152501,0.881337454,0.963461997,0.966818237,1.154878314,1.748875101,1.766697738,1.325263483,1.065071949,0.606954209,0.747382272,0.695746904,0.896527922,1.028290576,0.910247748,0.998976611,1.097907699,1.255181899,1.324396098,3.510404309
Nepal, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,20.09183607,14.01327731,16.83647837,,,15.85766627,,,,,,12.65201751,13.04574438,12.44615491,12.44952886,15.04413385,10.5525368,12.31018962,12.34996931,11.3478104,12.35920025,14.22387197,11.59766553,11.98860042,11.58689591
Netherlands, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,2.597213831,3.020532917,2.369056518,2.087767511,1.84860581,1.900719831,2.087832664,2.166841036,1.649397024,1.735325698,2.001447462,1.619474329,1.485311223,1.526582625,2.104785059,2.314021217,2.208031682,2.020685995,1.927911117,1.99649979,1.781337577,1.665676645,1.406862795
New Zealand, World,Import,  All Products,AHS Weighted Average (%),,,,,11.24373214,9.019039312,,,4.83295848,4.149077696,3.568271359,3.003821302,2.365726086,3.608718571,3.846467497,4.205776844,4.319881725,4.137665873,4.52096098,2.621437512,1.824721517,1.675451554,5.534641691,2.114686025,2.322602234,1.377583657,1.312733282,1.318639068,1.272797965,1.346373687,2.596273213,0.912794294,0.854321575,0.856934927,1.730875038
Nicaragua, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,5.553178293,8.263192648,5.935774769,4.532046147,8.266750041,2.865350032,3.115758998,2.89050004,2.933535346,3.756567182,5.461556585,4.127808399,3.588125059,4.397569116,2.368528607,2.103735248,2.883632443,2.871524911,1.744840871,1.953148207,1.934352387,2.174896883,2.331833081,1.945076165,1.860426941,1.842304855,1.956630115,2.050503479
Niger, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,13.66120965,12.81381273,12.67249345,11.68867605,11.9881265,9.578225363,9.409755147,9.40975353,9.409755147,10.31013536,9.695695678,9.560969119,10.20811117,9.280668753,8.069904493,8.213865265,11.92201936,11.02236941,9.271341345,8.056875899,8.458098967,8.693823912
Nigeria, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,16.06162372,16.20533301,16.20533301,19.77073503,19.98507509,21.47468273,18.45192585,20.61553254,,,9.395224077,9.873329727,9.78826478,9.825443177,10.69719137,10.15290148,9.915005974,10.06631381,11.34147739,8.217960417,8.515522348,8.440327504,9.324849588,7.95427069,12.36615952,12.19995772,9.369382486
North Macedonia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,9.289632434,7.741233494,9.461232103,8.09105896,3.71198616,4.446253456,5.758824823,3.587730872,3.391846858,2.922511203,2.215623141,2.068709516,7.142682773,2.256749872,1.208243851,3.956963806,1.915370782,1.940058447,1.937550691,1.743928668,2.377996849,2.347329093
Norway, World,Import,  All Products,AHS Weighted Average (%),,,,,,1.258245449,,6.453722862,2.41441366,4.418314032,3.607371095,2.485971798,3.44635538,3.106627218,2.654430954,2.451420749,2.790558555,2.872221432,2.349265801,2.572045643,2.46352486,2.330440063,3.037659166,3.354665397,3.565822803,3.818862208,3.000375791,3.516162123,3.410626047,3.128073259,3.200077142,2.616630909,2.802387244,3.004856106,2.428635985
Occ.Pal.Terr, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,3.335642545,3.329437234,2.147003407,1.124950401,2.184395551,,,,,
Oman, World,Import,  All Products,AHS Weighted Average (%),,,,,7.433804831,,,,,4.493971796,,,,12.73158617,13.6502617,5.070248276,4.684075953,3.219135148,3.396413467,3.289941419,2.746200592,2.906326734,,,2.341081225,2.450535923,2.41436649,1.904772379,1.462224183,1.734149936,1.734822159,1.712190799,1.707840568,2.004799204,2.205035902
Pakistan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,16.71419208,13.01902277,13.0010971,12.70830042,12.11477436,9.498055944,9.883857516,10.19935884,9.018571604,9.020849216,9.412476698,8.919490464,9.577843885,10.09418984,11.42787516,9.453802305,8.687780805,8.673389299,9.026464492,7.765359993
Palau, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,6.758949343,6.544471377,6.40065919,,,7.692619797,7.799950982,29.87633739,34.6298771,,,,
Panama, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,10.62040242,8.688842931,7.83171489,7.186381955,6.863784319,7.461970763,7.893266769,7.626285481,6.911259565,7.59447254,7.53898868,7.235741879,7.039383929,6.927037165,5.763645816,6.126940926,6.078058245,5.755778632,5.412997108,5.712857128,6.043957204,5.470282857,5.760197454,5.771805867,6.426053637,6.093828616
Papua New Guinea, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,3.133969908,3.093026746,2.944667493,2.296120631,2.097138017,,,,,,,,2.566615373,,,,,,,7.75017617,3.631786454,3.583518659,
Paraguay, World,Import,  All Products,AHS Weighted Average (%),,,,11.85507877,,,8.018551325,6.345309238,10.44914705,9.458080955,11.46280966,6.195682234,10.25214708,10.73932851,9.943469829,9.846789686,5.117757958,4.612457238,2.3986572,3.339249345,3.5939232,3.44779966,3.947877318,4.272343025,4.182446263,4.42052688,4.198400034,4.426789941,4.211108127,4.80302855,4.975728281,4.975414698,4.047755927,4.486497559,4.628202356
Peru, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,15.33858318,,12.70140601,12.70595128,12.64763653,12.81588233,11.31644906,9.921819733,9.498947764,8.69801255,8.328976751,5.253910556,5.181882683,2.088551935,2.242811239,2.51857781,1.513474632,,1.522966052,1.431200338,1.803178747,1.862565545,0.798251524,0.708689913,0.726464702,0.660322883,0.653519853,0.656464635
Philippines, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,8.532272295,7.55737461,6.365553703,6.094790968,3.774057924,3.467707923,2.62406381,2.44038914,2.855503114,3.141897116,3.101067886,2.782727297,4.09682878,3.983678768,3.962035381,1.983490166,1.850872393,1.855667099,1.801727665,1.746283717,4.169060871,1.659317372,2.112030161,1.675368078,1.67336165,1.728685895,1.756175179
Poland, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,6.07357385,8.501174319,8.627516118,6.385723549,4.192471983,2.874242925,3.116198216,3.80356261,2.364762394,1.624872067,2.011431148,2.002651484,2.044518718,1.545855468,1.542298754,1.986115757,1.236087482,1.145973614,1.215768197,1.88910857,2.027783044,2.09568046,2.034237678,1.91351021,2.063420319,1.931334715,1.861866115,1.787171434
Portugal, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,4.335223056,6.645419288,3.004346957,4.594307141,4.36557214,4.171415544,3.320058587,3.296054294,2.356295205,2.714007734,2.057305857,1.906327292,1.574854321,1.402201596,1.608090846,2.146929775,2.405737387,1.477372833,1.766041226,1.808504683,1.965815483,1.858488955,1.404935638
Qatar, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,4.281950347,4.983841176,5.121043013,4.300026108,4.276456019,3.682486816,3.704006448,,4.424506006,,4.004644396,4.099470785,3.417669765,3.367416647,3.36781196,4.216923377,3.676998419,3.467669985,3.545172633,3.533476357,3.706179057
Romania, World,Import,  All Products,AHS Weighted Average (%),,,,11.86796824,,,,,,,,7.311977738,,8.257534197,,,3.312211297,3.09232264,,2.071720554,1.582950695,2.086493362,1.647951372,1.850687279,1.408684964,1.304506416,1.461023083,1.800520083,2.058533098,1.434845872,1.285795103,1.479404573,1.378867955,1.345585587,1.218735353
Russian Federation, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,9.638746153,11.27752761,,,,10.78255632,10.80267344,,,10.4772484,,7.264364003,8.586419393,8.124235109,7.271408658,7.243274327,6.836792919,6.207014331,5.370462486,4.519510892,3.621697402,3.611438444,3.512320695,5.339517059,4.069686789,4.168390066,
Rwanda, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,7.640569366,20.1228026,8.327241169,18.6197031,14.18518059,12.44794792,17.51072639,12.91179366,7.445397232,8.033168239,6.817458327,9.405585685,8.700853149,8.899000419,9.745117614,7.334142933,13.36139396,4.075981109,9.554891864,10.18658699,11.96845724,11.29111296
Samoa, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,9.84615531,9.860126779,9.714497276,9.980984101,10.28293356,10.58343292,10.19356664,10.85394563,9.921081154,,,
Sao Tome and Principe, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,8.020894104,8.23751859,9.073100387,10.44458323,,9.459515201,9.96927406,,,
Saudi Arabia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,10.72344836,,,,,11.49600798,12.48374389,11.11520428,6.527310737,7.27923829,7.006980218,4.052648829,4.121768946,3.770575604,3.247880544,3.132941959,5.264285766,4.162517489,3.573959396,3.573922528,3.394337037,4.453824572,5.665160235,4.847207939,4.736280456,4.942217157,4.227510408,,5.533883454
Senegal, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,9.404399586,8.26279088,9.121766832,9.247179208,9.201779917,9.348200243,8.485790127,8.485789313,9.001909906,8.848891593,8.511863509,8.08048548,8.079076523,8.462546032,8.620541058,8.750916192,12.30232172,11.52422756,9.121286769,9.069655087,8.879709881,8.405116501
"Serbia, FR(Serbia/Montenegro)", World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,5.800323668,7.883207328,,,,,5.630355535,5.514959547,3.556727478,2.788177861,2.358168406,,4.819616346,,1.294994066,1.373904884,1.408313498,1.438378673,,,1.716559737,
Seychelles, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,26.91993941,32.52997385,,,,32.60166832,32.58158104,30.06711081,,,,,,,,2.820341482,4.32020938,3.701342308,2.094827652,20.28191736,1.469177594,1.07228503,1.271151435
Sierra Leone, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,12.42259847,13.76528923,12.09628718,,13.79240248,,,,
Singapore, World,Import,  All Products,AHS Weighted Average (%),,3.26032842,,,,,,0.327477956,0.048681385,0.048633599,0.046162022,0.046875306,0.037619803,0.039616687,0.039131599,0.018609325,0,0.026397214,0.014995805,0.009101693,0.046904255,0.055055035,0.048176166,0.160697824,0.056705849,0.072102606,0.07080853,0.074096035,0.069514601,0.074039193,0.23694397,0.38777686,0.049953016,0.000235864,8.73061E-05
Slovak Republic, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,5.375500308,4.820779573,4.302581347,4.613352131,4.605218291,4.614929736,2.128756373,1.733240644,2.496413544,2.896047146,2.203870071,2.905454246,3.098864049,2.102826881,2.049936996,1.494691351,1.885761149,1.918000659,1.91906571,1.731339162,1.569293125,1.775065761,1.62185398,1.596228721,1.593046203
Slovenia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,11.3819089,,10.00315746,1.649107699,1.724060515,3.148214995,2.576360035,2.736030637,3.033094615,2.491673769,2.433820655,2.710633125,2.373423022,2.095862321,1.99568601,2.290704367,2.308013178,2.213217338,2.100467255,1.934664114,1.748092603,1.368722652,2.046818283,1.462212663
Solomon Islands, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,14.59606617,,,,7.165862846,,,35.6496548,14.07602575,18.49411431,30.27665073,,,,
South Africa, World,Import,  All Products,AHS Weighted Average (%),,,,,,13.4520633,,,8.268214383,5.994500742,5.318270095,5.466534248,5.272872039,5.095137791,4.947844661,5.150461071,5.289798156,5.643200457,5.289357743,4.807372281,3.904093968,4.321402168,4.58737448,4.393937519,4.223015282,4.147406851,3.865216063,4.378380254,4.513183589,4.611729453,4.319814179,5.365852777,4.401679622,4.460883161,4.754114172
Spain, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,2.652090001,3.954094044,2.480624898,2.402838657,2.374978365,2.421115116,2.184727159,2.100038608,1.519863577,1.687715373,2.064573721,1.528033038,1.328431568,1.367735734,1.878831212,2.213455388,2.177891437,1.889003443,1.795216848,2.061882388,1.987046784,1.66909036,1.391745156
Sri Lanka, World,Import,  All Products,AHS Weighted Average (%),,,28.96413396,,,31.22256607,31.16072691,,,,,,6.776365155,6.548436725,,6.263228153,6.723551141,7.557038265,7.227501091,7.189856624,7.12253597,7.207286797,8.043392957,7.682681319,7.052636024,9.28094867,7.092989994,4.432755398,12.21188805,8.721423107,,13.29798788,6.276573795,4.356130684,
St. Kitts and Nevis, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,21.57104607,,,17.87349215,13.11020533,12.61054664,13.68128672,13.70565437,,,12.40557554,12.32105422,13.6030904,15.11145412,13.01755593,12.46180509,12.31285336,12.30894581,12.28571357,12.29261579,12.30191393,21.08230009,,,,,
St. Lucia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,18.51666693,,,16.2993866,16.33813474,12.22108384,12.69454203,12.77583738,13.54778104,13.76167613,9.432988078,9.002259045,,,5.924716321,5.80055852,6.745935717,10.55183892,8.110371878,7.836377592,9.245648871,,,16.69820354,9.079059797,,
St. Vincent and the Grenadines, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,15.82611229,15.03741068,12.50302411,11.67571244,11.75653547,,,3.749807652,9.032329613,,,10.80262406,10.24745151,7.547881726,7.547881726,11.9072202,7.145625723,9.194343134,8.934576663,8.922469383,8.840950224,8.969546465,9.05740958,9.165664455
Sudan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,12.11729406,12.14332991,,,,14.01241105,,,,,
Suriname, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,16.69816419,,,14.00016718,12.16570447,,,,,,,10.11690887,,10.78272581,10.78579698,9.801482273,7.609710031,7.609710031,9.952136783,10.34835454,9.932171659,,10.54469784,8.718198537,8.718198537,8.426162986,7.797139049
Sweden, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,2.753395245,3.235915137,2.410316046,2.443726709,2.073258495,2.308428249,2.163584537,2.143655527,1.665228794,1.716103699,1.932560583,1.53064165,1.387144894,1.486795299,2.007697002,2.176290976,2.103707394,1.887344527,1.72260841,1.923109855,1.833852719,1.601863195,1.385922721
Switzerland, World,Import,  All Products,AHS Weighted Average (%),,,7.353672019,,,8.843835404,,16.77234138,7.90806394,3.035549226,2.700799316,2.60014156,2.335656193,2.345014555,2.191110838,2.646544635,2.112786692,2.321238507,2.708261868,1.894538935,1.787244987,1.772775729,1.494404762,1.911116273,1.360400169,1.965200859,1.870503207,1.30432862,1.307904114,1.678262631,1.697276183,6.121958269,1.359848211,1.402125894,1.332921299
Syrian Arab Republic, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,15.5045843,,,,,,,6.300888574,7.228003886,,,,,,,,,,,,
Tajikistan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.695673724,4.976817718,,6.371673324,3.933157444,2.306677001,
Tanzania, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,18.29223087,18.3080485,,13.06838608,,,8.379574774,8.501452886,7.845501554,7.404381533,7.208703076,7.890242583,8.797873046,8.966286206,7.599976626,9.032384519,8.372242755,8.325709835,7.278471048,8.622130544,10.56613377,8.552761301,8.367220449,8.939888585,8.671275774,9.090077116
Thailand, World,Import,  All Products,AHS Weighted Average (%),,33.65491908,,33.63033626,,36.6403019,,14.85833898,,,,33.51035901,9.540168594,8.327236968,8.090977026,8.271075871,6.02874104,4.813461211,4.618859356,4.320588269,4.274975498,4.761291052,4.999575258,4.853506212,,6.060326029,3.525221522,3.521353295,6.850241561,5.189976599,1.842837408,6.602333398,6.778247763,3.145653255,3.793560484
Togo, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,13.7878585,14.57841294,13.82841936,14.99130549,11.3612118,10.9090304,10.20143762,10.782016,10.79488344,10.40179707,,10.58588513,10.58588513,10.50745806,10.44125541,11.05807682,9.373148862,9.35647558,9.354553723,9.726966713,9.481701164,13.43497326,12.84862966,10.98464569,10.98464569,10.73118335,13.90536498
